customer_id,cluster,pca_x,pca_y
10001,2,-3.309855794228949,1.7153299536494158
10002,3,-0.8042642356777732,0.5046790286873039
10003,0,1.3887382049677388,0.34474601030808333
10004,0,2.1387491730901016,0.8195531173659133
10005,0,3.0282245753351593,1.125863112659671
10006,1,-2.125540810731432,0.2775810538934259
10007,3,0.23354576551767203,0.1765454479139721
10008,3,-0.2870722877338703,0.1683724441437537
10009,0,1.3241160314756208,-0.16031723487757477
10010,0,0.4965518501998418,2.134351174168619
10011,2,-3.770570903881433,1.1713171612108553
10012,0,1.3381838580165322,0.525558060346141
10013,0,1.2495043574465983,-0.18474124785225846
10014,3,0.7317540000746009,-0.4924538728533182
10015,3,0.1762446716611107,-0.6616517118112728
10016,3,-0.055078599032368086,0.014714133619896277
10017,2,-1.0318781127517647,0.7969739355381158
10018,1,-2.491062454422839,0.1400096671764343
10019,1,-1.3673913253218108,-0.8281780812036079
10020,3,-0.5549387377579182,-0.1982680863974034
10021,3,0.39070659489554893,-0.9321327884848859
10022,1,-1.1183546009355214,0.28497674472552514
10023,3,-0.6161122674375499,-0.576906886127259
10024,0,2.4042841616730306,0.12877525615447846
10025,1,-1.8699227299894032,-0.9297266888661346
10026,3,-0.2511452082187335,-0.37658175422024853
10027,0,1.3868259956329863,0.031890356933053296
10028,1,-0.6736580558910952,-0.6956309643601561
10029,3,0.37866823859890075,-0.9781634607625747
10030,3,-0.6533887874380596,-0.13737550718278782
10031,2,-0.622132762745305,2.3780763111727934
10032,0,0.6371460025421622,0.7515813112963365
10033,0,1.6684670322030901,0.37945322286137667
10034,2,-0.5780203788903334,1.4001891135079099
10035,3,-0.2601371098381096,-0.8903259858887757
10036,3,0.27979373670211327,0.09548389902573985
10037,3,-0.223964509929825,-1.14760178383459
10038,1,-1.5543407335635937,-1.7997196383952307
10039,1,-1.1977082512965616,-1.3817951817307796
10040,3,-0.12924858461547054,-0.7457569613638315
10041,3,-0.4424923750110377,-0.8342079255441627
10042,1,-1.4637068069682597,-0.6642209721025524
10043,3,0.25670277738072256,-1.0465493398209549
10044,2,-1.9849369905040795,0.6853468640565736
10045,3,0.7931292737212459,-0.22698053415521527
10046,3,0.1380902299912816,-0.7207253053606482
10047,3,-0.3444484484819552,-0.3869048815788357
10048,1,-1.3462678376219137,0.31706343304444434
10049,0,1.735108564326768,0.5759096740040953
10050,0,1.1997416659825582,-0.51778863380509
10051,0,1.749821723910992,0.7031590440545049
10052,3,-0.5231339648114751,-0.04965854430522688
10053,3,0.7292786830899566,-0.5636155530236934
10054,0,1.9559201414299332,0.07553090054942492
10055,1,-0.9872101306040787,-1.225301984842619
10056,3,0.006108994696369516,0.4258550162244362
10057,1,-1.369640471760874,-0.7277632324858674
10058,3,0.15249962674672768,-0.06307417749391099
10059,3,0.5604260361873257,-0.2659610784935052
10060,3,0.4040845410285819,0.2507576912997637
10061,3,-0.3467715286206212,-0.8662088748578783
10062,1,-1.8266165373482937,-1.1389029013379286
10063,0,1.5480918344265682,0.7187063961406683
10064,1,-1.2863216075386459,-0.9861919593432188
10065,2,-5.589535527478119,0.8932198747275143
10066,1,-1.8649721110713395,0.0749438689959126
10067,3,0.15231658546780616,0.4147372267818189
10068,3,0.3344156102378169,-0.6542381296760713
10069,3,0.06382862495229967,1.3693434296222846
10070,3,-0.1260341306737364,1.5680331320117478
10071,2,-1.1674181974037148,0.8147991851881478
10072,3,0.06089583076991708,-0.7247273256661884
10073,3,-0.10516240165980258,-0.2948167900713148
10074,3,0.20224823796468994,-0.3796064837408311
10075,1,-2.6663285415083684,-0.3950580909998706
10076,3,-0.04340355706485361,-1.0011689370569026
10077,3,0.7009211023425863,-0.31126872653563115
10078,3,0.7209104934541565,-0.038507407685734255
10079,0,1.9540698493882593,-0.07934091788455519
10080,2,-1.0823448292841111,1.3353761125072485
10081,0,1.6047523453392998,-0.3187950137846263
10082,1,-0.9391465519718952,-0.1906067949525466
10083,3,0.24162046405958235,-0.841443740655022
10084,3,0.7732327510147341,-0.4798814851573809
10085,3,0.22270785197120316,-0.8033307555306134
10086,0,1.6000207474635735,-0.06653269395666876
10087,3,0.3563302665569626,0.007621187687090486
10088,0,1.5209235868774034,0.14850562412792775
10089,3,0.23637500640833758,-0.9330822176672079
10090,0,2.2171417001796474,-0.05192881667715353
10091,0,1.853350668981882,-0.21231376996204046
10092,2,-1.2848658341659345,2.1388597014459347
10093,3,0.7098991663868661,-0.08827366021852875
10094,1,-2.3953118845450523,-1.7193229522310733
10095,0,1.2466189158407754,-0.30163889521232856
10096,0,1.414389506508216,-0.4343344846349906
10097,0,2.324015363268779,-0.04700800340276945
10098,1,-2.0717136498625917,-1.3635129716371688
10099,3,0.15228275626937476,-0.8915352798438517
10100,3,0.20752898093523955,-0.4261495621502534
10101,1,-0.865751423691929,-0.7648703032821733
10102,3,0.25198102114683935,0.056105425977303336
10103,0,0.6236109536616075,0.6132155802628075
10104,0,1.8982308323575028,0.18785775243680955
10105,0,2.048948039979926,1.3503931591003162
10106,3,0.6988281889761139,-0.31913581369878397
10107,3,-0.30375156420453503,0.6837273149569842
10108,0,0.912214532289649,0.2867176009178062
10109,0,1.8573218549237853,0.2258350233886691
10110,1,-2.4952234250260514,0.12325916159850091
10111,3,-0.5314304083146717,0.03136115657047159
10112,3,0.5591972590798413,0.2521450988356492
10113,1,-2.4782201397934274,-1.896586151885454
10114,0,1.1684227769254865,0.10112347877185099
10115,3,0.8248665304682385,-0.34068834406219267
10116,1,-1.26756085271119,-0.6125176497573823
10117,3,0.4199707717334016,-0.6977633245128253
10118,1,-0.9824857507474903,-0.2636242912917615
10119,0,1.3947059692338681,-0.05304107996508128
10120,3,0.793138295258466,-0.651892602694589
10121,3,-0.3453832058905851,-0.8654304440680303
10122,2,-0.9473718724625667,1.1946071252812278
10123,0,2.374435809702778,0.2230076728303455
10124,0,0.9043557092366705,0.1951267379341267
10125,3,-0.38148159618944755,-0.49334082662184586
10126,3,-0.3078990531166479,0.15820782795638366
10127,0,1.274637275532517,-0.5126933828852646
10128,2,-0.6717660369576243,1.3476260422022563
10129,0,1.4123467693014755,-0.476906763043572
10130,3,0.3502830770243001,0.27678885640592177
10131,1,-1.0880200941929965,-1.2237422764510704
10132,3,0.09246456082129678,-0.4411620519543787
10133,3,0.29873066910630947,-0.4605969878223103
10134,0,1.1490572385056057,0.20155392798987504
10135,0,0.7713781564396349,1.5909704876024755
10136,0,1.7901572415607008,0.1272610274638757
10137,3,-0.25343990237132286,-0.5538375826884662
10138,1,-0.6094192295038524,-0.5194692255922109
10139,1,-0.5354821124440322,-0.966893612076471
10140,3,-0.09918069584890492,-0.7288979343557435
10141,3,0.5881139484790215,0.006805357157053321
10142,0,2.1684310404915395,-0.0034672890674553557
10143,0,2.1873060423812722,-0.1672529612789846
10144,3,0.2732089425870181,1.26718129573058
10145,0,0.967729429722236,-0.2614594295729459
10146,0,1.53598396489184,0.08925349238757696
10147,3,0.8934002702823752,-0.36891149442092236
10148,3,-0.5061502964775811,0.22150487951454256
10149,1,-1.9598125039355425,0.19686204614496708
10150,2,-3.283925200187858,3.081227883532714
10151,2,-0.8570245028416537,1.0257907786672629
10152,3,0.4972024309871336,-0.2578182581131115
10153,3,-0.057055527822119964,0.516903960839219
10154,2,-2.516826575176985,1.4769224361901265
10155,2,-4.987098931762693,1.398736197960846
10156,2,0.017664638475721136,2.873498315873382
10157,3,-0.31528781383758586,-0.9356530169801418
10158,3,-0.11983685397615713,-1.0440249894704579
10159,2,-1.099997235671857,0.8183762814220229
10160,0,1.1913023841740296,-0.5225205283868292
10161,3,0.7678426775365881,-0.5027119891556046
10162,3,0.1688748765933044,-0.4478228693163612
10163,1,-0.5937627085211944,-1.3534342389976348
10164,3,0.7914007345570356,-0.7467448749584676
10165,3,0.4802906526310523,-0.3587965358652276
10166,0,1.216178365103952,0.9125598543494895
10167,0,2.196862343558577,-0.09239901946170938
10168,3,0.061538309329248586,0.7687732638835858
10169,0,0.7979327163316791,0.4164967581061682
10170,3,0.2193066901337537,0.41030661246116945
10171,0,1.0013323987330613,-0.2846101684125573
10172,3,0.18729097275631698,-0.12643971066414558
10173,3,0.06820694382881527,0.7163147811909938
10174,3,-0.8396691439993242,0.5560075364219023
10175,1,-1.7715274257874776,-1.0925176441042757
10176,0,1.9498036458975074,-0.08173297275847644
10177,2,-1.3044649541830187,0.8053333771177069
10178,0,0.8004045001430039,0.973896789693778
10179,1,-1.6018319065527173,-1.0416880007233298
10180,3,-0.03507247871818921,-0.7365447539512414
10181,0,1.264096402703364,-0.3442347751040971
10182,3,0.5404741720755505,-0.5755999781473071
10183,1,-0.6995410426176182,-1.1511907237916403
10184,0,1.5741921233748317,-0.0743767987260728
10185,3,0.7089457871828544,0.08556064305030663
10186,0,1.045336707152407,-0.07456311930748377
10187,1,-0.9237681010304143,-1.533342795827583
10188,3,0.3796901073600078,-0.8091334073065094
10189,1,-1.292387396252427,-0.8674566540872519
10190,3,0.6884131806928389,-0.4164713607299933
10191,0,1.0498592999366587,1.9091103520441326
10192,3,-0.14798414964724912,-1.1034867677259146
10193,3,0.8627851809548002,-0.4732617669762268
10194,3,0.22097962773262836,-0.8093374059897328
10195,3,0.6081029824302834,-0.23922867534363823
10196,1,-0.512444389254317,-1.177062514426899
10197,0,1.2498875378116596,-0.0034639440329692177
10198,0,1.1035355377451541,0.736035175716882
10199,3,-0.022335039748981964,0.15504678290427373
10200,3,0.7185678534781527,0.09095572339018165
10201,2,-3.3948634698308107,0.13329845640356566
10202,3,-0.21627003819906657,-1.0494651005054245
10203,3,-0.5671170655874284,-0.331474261513571
10204,3,0.46227426022243123,-0.8441012398328075
10205,1,-0.9939872804327388,-1.2001929581072717
10206,3,0.5010193529292498,-0.4233533833097703
10207,1,-0.807706040521471,-0.9444341576254808
10208,1,-1.9238406909443742,-1.7795702534142095
10209,0,2.0273098721486558,-0.13209773303921907
10210,1,-1.2463062876058877,-0.9057457502313411
10211,3,-0.08565783663765152,-0.6563148376941039
10212,2,-1.2399726849858224,0.817710191678737
10213,3,-0.24717564955519464,-0.28877193143296004
10214,2,-0.6311009775847953,1.5899008912055463
10215,1,-1.1873330152234554,-0.015252657142842652
10216,1,-3.2390862807993903,-2.4975716916850774
10217,3,-0.628258365566494,-0.3650299075998123
10218,0,1.132130605810048,-0.29918241395502493
10219,0,1.2573705800374564,-0.13004485810208077
10220,2,-1.8212033544497248,2.6227084037175197
10221,3,-0.26798149305983665,-0.4748066032134718
10222,1,-1.200162097927823,0.2297409210156339
10223,2,-2.032300749435942,0.8093750076173934
10224,0,1.6773788118573019,0.6044555577765532
10225,3,-0.5833908789447426,0.1396416049974558
10226,0,1.0607801767700828,-0.49302287085300367
10227,0,1.2925567573583105,0.9292035641520389
10228,2,-1.7904509161297066,2.8128071938795034
10229,0,1.1979494388750118,0.8325651455023626
10230,3,-0.33173738726440494,0.8408042267230065
10231,3,-0.011991254303324355,-0.6784980006322676
10232,2,-0.24579750221406566,1.6736504890155248
10233,1,-2.953057999111638,-2.032050489642683
10234,3,-0.25872371090866425,0.4953247320767532
10235,3,0.1821968522739654,-0.12260238424362578
10236,0,1.2557913023239557,-0.36062266495378736
10237,3,0.6007421051060858,-0.6356858488991699
10238,0,0.3884222708649766,2.1290465025623897
10239,3,0.7398504707436262,0.1900732907240223
10240,0,2.1564211819392427,0.07107146056208202
10241,3,-0.24407654725380232,0.54121782472639
10242,3,-0.2893800493386803,-0.21861348192868457
10243,3,0.15718494993594084,0.5541553277184984
10244,3,-0.2396684089827117,-0.9384458628495161
10245,0,1.6523094901408886,-0.3126642828888277
10246,3,-0.15294872040061014,0.11439904611004176
10247,0,1.1769373684413957,1.5008484936232351
10248,1,-1.568400869454046,-0.30168389482148594
10249,3,0.8232473317762832,-0.06831170342087373
10250,1,-0.8239857477810243,-0.9305044530846425
10251,3,0.07485100996579723,-0.8477667306741138
10252,0,1.487085414162906,-0.26949092859325896
10253,2,-5.160770220818945,0.3046497405844793
10254,3,0.43435487186777105,-0.11868794284082185
10255,3,0.8129737909394226,-0.5883753809241901
10256,3,-0.69874315305133,-0.36599606022128406
10257,0,1.8356177466057708,-0.09147995066321325
10258,1,-0.9208069002104641,-1.4444980234039377
10259,1,-2.242550184352267,-0.6591440589451384
10260,3,0.13154338592535703,0.06695735878781847
10261,3,0.5616715449824324,-0.40035080386625166
10262,0,1.8043662583400193,0.06536624137069366
10263,3,-0.582463150067918,0.04785230327518579
10264,3,0.4646653904366811,0.7332528131267999
10265,0,1.7759025030058557,-0.2433658376910919
10266,3,0.8224561238247942,-0.729332157674705
10267,0,2.3157466967138283,1.0911198314616848
10268,3,0.3240477291216357,-0.27203288267907005
10269,0,0.7440791079088418,0.7350388318771396
10270,0,0.9120263008782182,3.282743694825621
10271,2,-2.371922708548906,2.5754740546321617
10272,0,1.5808104705121422,-0.13267301342372867
10273,1,-1.9099838537699227,-1.9317521495520553
10274,3,0.8813054626774118,-0.5714705306947202
10275,3,0.15149548180879105,-0.5431515701696393
10276,3,0.2866951227731819,-0.2945767761721391
